children,days_employed,dob_years,education,education_id,family_status,family_status_id,gender,income_type,debt,total_income,purpose,purpose_short
0,338618.3036950155,60,secondary education,1,married,0,M,retiree,0,86180.37799588709,transactions with the residential real estate,estate
0,-1936.9981545218104,54,secondary education,1,married,0,M,partner,0,149188.8000658448,property renovation,property
1,-4451.10262568582,35,masters degree,0,married,0,F,employee,0,107841.28257552924,getting an education,education
0,353696.7788256401,57,secondary education,1,married,0,F,retiree,0,118480.8374078531,buy real estate,estate
0,359537.5954955222,35,secondary education,1,civil partnership,1,M,retiree,0,113760.27928711537,wedding ceremony,wedding
1,-351.83385101285324,27,bachelor degree,2,married,0,M,employee,1,144398.76946662978,education,education
0,-1328.923731854229,27,secondary education,1,unmarried,4,M,partner,0,228568.69243254376,to buy a car,car
0,375085.1669499385,58,secondary education,1,civil partnership,1,F,retiree,0,201591.46176638783,to have a wedding,wedding
0,,55,secondary education,1,divorced,3,F,employee,0,,property,property
1,-1064.5600753307042,29,secondary education,1,civil partnership,1,M,employee,0,263750.5698658811,to have a wedding,wedding
1,-433.40401060767465,38,Secondary Education,1,married,0,F,partner,0,185960.17160599725,cars,car
1,-384.0598470705649,40,masters degree,0,married,0,M,employee,0,214604.5545660353,building a property,property
0,-2541.438624693561,52,secondary education,1,unmarried,4,F,employee,0,331049.80258433,buying my own car,car
0,-1594.295082138784,58,masters degree,0,civil partnership,1,F,partner,0,324962.9335873766,having a wedding,wedding
0,359216.8336837982,57,secondary education,1,married,0,F,retiree,0,126073.55650370804,supplementary education,education
0,-2371.234187940636,53,secondary education,1,married,0,M,employee,1,157910.1892959666,buying property for renting out,property
0,-500.3765607047506,57,secondary education,1,widow / widower,2,F,employee,0,100235.20552969728,getting an education,education
1,,31,Masters Degree,0,unmarried,4,F,civil servant,0,,purchase of the house,house
0,390444.7773458725,55,secondary education,1,married,0,F,retiree,0,279299.5998399343,property renovation,property
0,-2939.8038217899352,50,masters degree,0,married,0,M,employee,0,310196.06355192326,car purchase,car
1,-2484.6324165953083,32,secondary education,1,civil partnership,1,M,employee,0,209516.23949629324,wedding ceremony,wedding
0,-103.75624334234688,48,secondary education,1,married,0,F,civil servant,0,186116.3709721895,purchase of the house,house
2,-2746.0491118145537,32,masters degree,0,married,0,F,partner,0,115657.04084104885,purchase of a car,car
3,-656.4864682306215,28,bachelor degree,2,married,0,F,employee,0,90963.38710571564,buying a second-hand car,car
2,-493.36853456728255,39,secondary education,1,married,0,F,employee,0,144533.1624725449,building a property,property
1,-2597.831012544076,25,masters degree,0,married,0,F,partner,0,105658.5550401976,buy commercial real estate,estate
0,-3151.0791131798637,40,secondary education,1,widow / widower,2,F,employee,0,271453.4424037361,buying my own car,car
2,-2041.4911452304125,26,MASTERS DEGREE,0,married,0,F,employee,0,112550.56987300658,real estate transactions,estate
1,-1354.7931567705905,26,masters degree,0,married,0,M,partner,0,98936.4472336917,getting higher education,education
0,376037.5212433554,62,secondary education,1,civil partnership,1,M,retiree,0,139071.17914142748,to have a wedding,wedding
0,-2992.07183547888,53,secondary education,1,married,0,F,partner,0,33810.8593769024,transactions with my real estate,estate
0,-947.0324281274786,45,secondary education,1,divorced,3,F,employee,0,350828.0225817916,building a real estate,estate
0,,25,secondary education,1,civil partnership,1,M,employee,0,,property renovation,property
0,-998.0946374910992,49,masters degree,0,married,0,F,partner,0,239588.27451902465,to become educated,education
0,-2229.6986947026157,57,masters degree,0,civil partnership,1,F,partner,0,302784.10864290217,having a wedding,wedding
1,349164.34845539776,60,secondary education,1,married,0,M,retiree,0,194141.9236574449,buying property for renting out,property
0,-1082.1228990505615,31,secondary education,1,married,0,F,employee,1,121977.80590092944,purchase of the house for my family,house
2,-798.2502947965685,42,secondary education,1,married,0,M,employee,0,174275.3267092108,purchase of the house for my family,house
1,-4747.557337161175,36,secondary education,1,unmarried,4,F,employee,0,176503.83784488024,supplementary education,education
1,,33,secondary education,1,unmarried,4,M,employee,0,,buy real estate,estate
0,-880.0095986447429,40,masters degree,0,unmarried,4,F,partner,0,116687.06761471865,housing,house
0,-1865.2918463858623,46,masters degree,0,married,0,F,employee,0,185209.1007525253,buy real estate,estate
1,-274.7160066265681,35,masters degree,0,married,0,F,partner,0,346014.57433558354,getting higher education,education
1,-904.3581150424932,28,masters degree,0,married,0,F,employee,1,140948.44815401337,building a property,property
1,-986.3361625514276,38,secondary education,1,civil partnership,1,F,employee,0,196134.37899132696,wedding ceremony,wedding
0,-328.39980751166263,23,bachelor degree,2,civil partnership,1,F,partner,0,159641.15931932526,getting an education,education
1,-1666.3466470612627,32,MASTERS DEGREE,0,divorced,3,F,employee,0,211701.2201849293,cars,car
0,-1569.3591652639573,44,secondary education,1,divorced,3,F,employee,0,143450.24861727108,second-hand car purchase,car
1,-113.34963596833092,47,masters degree,0,civil partnership,1,M,employee,0,220094.0801407401,to have a wedding,wedding
2,-1604.3568376518915,29,secondary education,1,married,0,F,employee,1,108901.12133738025,cars,car
0,-1822.121087492944,29,secondary education,1,married,0,F,employee,0,102228.874324618,building a property,property
0,-3627.6302818976255,30,masters degree,0,civil partnership,1,F,employee,0,476445.2400113622,second-hand car purchase,car
1,-735.630887454642,51,secondary education,1,civil partnership,1,F,partner,0,104498.46135371656,housing transactions,house
1,,40,masters degree,0,married,0,M,partner,0,,buying my own car,car
3,,44,secondary education,1,married,0,F,employee,0,,going to university,education
0,-3250.084716455999,48,secondary education,1,widow / widower,2,F,employee,0,228326.7584428524,going to university,education
0,-946.3988938016724,44,secondary education,1,divorced,3,F,employee,0,112466.68971362551,buy residential real estate,estate
2,-4391.47487840549,40,masters degree,0,civil partnership,1,F,employee,0,113460.14453667508,car,car
0,-1069.204488944939,53,secondary education,1,civil partnership,1,M,employee,0,134490.1825130688,wedding ceremony,wedding
0,346877.6121063752,61,secondary education,1,married,0,F,retiree,0,262836.0907391041,transactions with the residential real estate,estate
1,-326.6052685266292,50,secondary education,1,civil partnership,1,M,partner,0,143935.73951606694,purchase of the house for my family,house
1,,28,bachelor degree,2,married,0,F,partner,0,,property renovation,property
1,-3017.3507109559114,33,masters degree,0,married,0,M,partner,0,100754.09283718871,transactions with my real estate,estate
0,,47,Secondary Education,1,civil partnership,1,M,partner,0,,building a property,property
0,-712.0218192257097,42,secondary education,1,married,0,M,employee,0,331696.3633138864,property,property
0,-1322.0966340963114,55,secondary education,1,married,0,M,employee,0,117732.08429511712,purchase of the house,house
0,385480.2905144483,60,SECONDARY EDUCATION,1,married,0,F,retiree,0,128937.24385177414,to buy a car,car
2,-951.5034972335804,38,secondary education,1,married,0,F,partner,0,82823.05323307731,buy commercial real estate,estate
0,,28,secondary education,1,married,0,M,partner,0,,real estate transactions,estate
0,-7962.73658691876,52,secondary education,1,married,0,F,employee,0,132291.87138036065,purchase of my own house,house
0,-1180.9241250928933,54,secondary education,1,married,0,M,employee,0,171137.70367805028,to own a car,car
2,-1324.5591013925348,32,masters degree,0,married,0,M,employee,0,341733.1351544111,to become educated,education
0,372509.1917666091,67,masters degree,0,civil partnership,1,F,retiree,0,112694.76231894305,to have a wedding,wedding
0,-255.79758541219095,23,bachelor degree,2,married,0,M,partner,0,138052.9976360076,buy commercial real estate,estate
0,-1687.3720928386988,55,secondary education,1,married,0,F,employee,0,153086.77961001376,buying property for renting out,property
1,-580.9525291083061,46,secondary education,1,married,0,M,partner,0,206945.28549677247,buy residential real estate,estate
0,-1335.8399693805395,36,secondary education,1,married,0,M,employee,0,219948.8073542053,buying a second-hand car,car
0,-3028.2326624577795,49,masters degree,0,married,0,M,employee,1,162161.17747361862,building a real estate,estate
2,-922.5851881419228,44,secondary education,1,civil partnership,1,F,employee,1,442277.9559027469,to have a wedding,wedding
1,-635.909060463884,38,secondary education,1,married,0,F,employee,0,133197.05941401774,car,car
0,369403.9704782207,61,Secondary Education,1,married,0,F,retiree,0,212491.3581329336,education,education
0,,33,secondary education,1,unmarried,4,F,civil servant,0,,buy commercial real estate,estate
0,,44,secondary education,1,married,0,F,employee,0,,to get asupplementary education,education
0,-2784.440504760166,53,secondary education,1,married,0,F,employee,0,96840.1128969634,buy residential real estate,estate
0,-286.8439918685773,35,secondary education,1,civil partnership,1,M,employee,0,287487.99678788014,to have a wedding,wedding
0,-946.9355515564746,23,secondary education,1,unmarried,4,M,partner,1,107227.60680529937,to get asupplementary education,education
0,-1601.6179836724302,27,masters degree,0,unmarried,4,F,partner,0,177983.95700889122,purchase of the house for my family,house
2,-2008.126388616913,29,masters degree,0,married,0,M,partner,0,125020.72540099482,profile education,education
0,379492.1025048101,27,secondary education,1,unmarried,4,F,retiree,0,50969.34046163788,purchase of a car,car
0,-519.9447391680569,22,bachelor degree,2,unmarried,4,F,partner,0,67732.01837692737,buying property for renting out,property
0,-2868.2239447752067,38,secondary education,1,married,0,F,employee,0,85017.80497965582,real estate transactions,estate
0,369733.4652215822,72,secondary education,1,married,0,F,retiree,0,32870.336512382746,buying property for renting out,property
0,351092.05552710925,63,secondary education,1,married,0,F,retiree,0,260895.6483038525,building a real estate,estate
0,-444.6134022669423,33,masters degree,0,married,0,F,employee,0,176902.58286699303,transactions with my real estate,estate
1,-1874.546553514008,45,Secondary Education,1,married,0,F,employee,0,136502.91813957534,building a real estate,estate
0,-1379.929986391719,39,masters degree,0,married,0,M,employee,0,290475.0560414741,property renovation,property
0,-372.3195542463,31,secondary education,1,civil partnership,1,F,employee,0,224019.71738661165,buy real estate,estate
0,347897.21572643967,67,secondary education,1,married,0,F,retiree,0,282270.1195329339,buy commercial real estate,estate
0,-372.0738632982293,33,secondary education,1,civil partnership,1,F,employee,0,62526.89661037702,car,car
1,-1002.3380882575312,44,secondary education,1,married,0,F,employee,0,434296.2886770914,buying property for renting out,property
0,-1395.5440109816684,49,masters degree,0,married,0,M,employee,0,246888.9857705388,second-hand car purchase,car
0,-1964.8819993823752,34,masters degree,0,married,0,F,employee,0,262430.538345734,property,property
0,-838.6854101865143,41,secondary education,1,civil partnership,1,F,partner,0,179069.5765822661,to buy a car,car
0,386557.60688288976,57,secondary education,1,civil partnership,1,F,retiree,0,198538.5409969753,housing transactions,house
0,-311.04559213907925,45,secondary education,1,married,0,M,employee,0,173858.23503288714,housing,house
0,-4999.2849569570535,44,secondary education,1,married,0,F,partner,1,200677.52335919556,buying my own car,car
0,372764.3946138885,63,secondary education,1,married,0,F,retiree,0,94184.92559009224,transactions with my real estate,estate
1,-5265.191311734772,38,secondary education,1,divorced,3,F,employee,1,159694.01842626225,car,car
0,-1131.2321492665926,41,masters degree,0,divorced,3,F,partner,0,95937.97602144568,second-hand car purchase,car
